prod_id,prod_name,Platform,prod_category,Seller_name,act_price,dis_price,dis_percent,Day of order,State_,cust_review,Seller_name_dup,cust_rating,Festival_Sale,mode_of_pay
PID002703,Chicco Baby Stroller,Flipkart,Toys,GadgetGalaxy,42926.88,37346.39,13,2024-07-11,Tamil Nadu,"Arrived earlier than expected, very happy.",GadgetGalaxy,4,None,Net Banking
PID002704,Dell Inspiron Laptop,Flipkart,Electronics,BeautyMart,32556.56,20185.07,38,2024-01-27,West Bengal,Perfect fit and looks even better in person.,BeautyMart,5,None,Net Banking
PID002705,Steelbird Bike Helmet,Amazon,Automotive,BookBazaar,22346.43,10949.75,51,2026-06-14,Andaman & Nicobar,"Not satisfied, delivery was late and item damaged.",BookBazaar,2,None,Net Banking
PID002706,Nike Air Max Sneakers,Flipkart,Fashion,AutoZone,24514.24,11276.55,54,2026-08-04,Uttar Pradesh,"Average quality, does the job.",AutoZone,3,None,Debit Card
PID002707,Blue Tokai Coffee Beans,Amazon,Grocery,KitchenCorner,21431.66,20360.08,5,2024-07-10,Arunachal Pradesh,Fast delivery and superb packaging.,KitchenCorner,5,None,Cash on Delivery
PID002708,Classmate Notebook,Amazon,Office,KitchenCorner,14750.46,11505.36,22,2024-11-19,Uttarakhand,Perfect fit and looks even better in person.,KitchenCorner,5,GIF,Cash on Delivery
PID002709,Dell Inspiron Laptop,Amazon,Electronics,OfficePro,42485.94,22092.69,48,2024-01-28,Chandigarh,"Excellent product, great value for money.",OfficePro,4,None,UPI
PID002710,Indian Vegetarian Cookbook,Flipkart,Books,Flipkart Seller123,34926.13,24797.55,29,2024-11-24,Madhya Pradesh,"Battery life is outstanding, lasts all day.",Flipkart Seller123,5,None,Debit Card
PID002711,Kent RO Water Purifier,Flipkart,Home Appliances,ElectroHub,1396.54,1005.51,28,2026-06-13,Gujarat,Overpriced for the quality offered.,ElectroHub,2,None,Cash on Delivery
PID002712,Parker Pen Set,Amazon,Office,ElectroHub,13225.24,9522.17,28,2025-10-07,Mizoram,"Okay product, nothing special.",ElectroHub,3,GIF,Wallet
PID002713,Samsung Galaxy S23 Ultra,Flipkart,Electronics,Flipkart Seller123,5592.4,4138.38,26,2025-01-23,West Bengal,Very satisfied — works exactly as described.,Flipkart Seller123,5,None,Net Banking
PID002714,Lakme 9to5 Lipstick,Amazon,Beauty,BookBazaar,47592.6,23320.37,51,2025-03-02,Tamil Nadu,"Excellent product, great value for money.",BookBazaar,4,None,UPI
PID002715,Samsung Galaxy S23 Ultra,Amazon,Electronics,SportsArena,12251.12,8943.32,27,2024-01-03,Uttar Pradesh,"Arrived earlier than expected, very happy.",SportsArena,4,None,Net Banking
PID002716,Boat Bluetooth Speaker,Flipkart,Electronics,Amazon Prime Store,13867.14,7488.26,46,2024-11-28,West Bengal,Perfect fit and looks even better in person.,Amazon Prime Store,5,BF,Debit Card
PID002717,Samsung Galaxy S23 Ultra,Amazon,Electronics,Cloud Retailer,5334.84,3734.39,30,2025-12-10,Uttar Pradesh,"Battery life is outstanding, lasts all day.",Cloud Retailer,4,None,Debit Card
PID002718,HP Printer Ink,Flipkart,Office,SportsArena,1997.37,1138.5,43,2026-12-05,Goa,"Great product for the price, will buy again.",SportsArena,5,None,Net Banking
PID002719,Reebok Yoga Mat,Flipkart,Sports,BookBazaar,24289.9,21618.01,11,2026-09-12,Uttar Pradesh,Very satisfied — works exactly as described.,BookBazaar,4,BBD,Wallet
PID002720,Leather Seat Cover,Flipkart,Automotive,Amazon Prime Store,4442.34,2620.98,41,2024-02-06,West Bengal,Customer support was helpful and responsive.,Amazon Prime Store,4,None,UPI
PID002721,Blue Tokai Coffee Beans,Amazon,Grocery,FashionFiesta,20808.4,13525.46,35,2026-11-01,Nagaland,Packaging was damaged and parts missing.,FashionFiesta,2,GIF,Debit Card
PID002722,Puma Sports T-Shirt,Amazon,Fashion,SportsArena,17955.55,10952.89,39,2026-07-04,West Bengal,"Battery life is outstanding, lasts all day.",SportsArena,5,None,Debit Card
PID002723,L'Oreal Paris Shampoo,Amazon,Beauty,BeautyMart,18364.35,14691.48,20,2026-06-30,Haryana,Will not buy from this seller again.,BeautyMart,1,None,Net Banking
PID002724,OnePlus 12 5G,Amazon,Electronics,AutoZone,20128.95,17310.9,14,2025-07-17,Uttar Pradesh,"Great product for the price, will buy again.",AutoZone,5,None,Credit Card
PID002725,L'Oreal Paris Shampoo,Flipkart,Beauty,OfficePro,21502.3,13761.47,36,2025-04-09,Maharashtra,"High quality and durable, highly recommended.",OfficePro,4,None,Cash on Delivery
PID002726,OnePlus 12 5G,Amazon,Electronics,KitchenCorner,17180.42,14603.36,15,2024-11-30,Karnataka,"Battery drains quickly, disappointed.",KitchenCorner,2,GIF,Net Banking
PID002727,Reebok Yoga Mat,Flipkart,Sports,BeautyMart,12901.3,11740.18,9,2024-04-10,Karnataka,"Excellent product, great value for money.",BeautyMart,4,None,Credit Card
PID002728,Canon EOS 90D Camera,Flipkart,Electronics,Amazon Prime Store,48420.38,45999.36,5,2024-10-06,Tripura,Works fine but build feels a bit light.,Amazon Prime Store,3,BBD,Wallet
PID002729,Forest Essentials Perfume,Amazon,Beauty,StyleStreet,6428.07,3149.75,51,2024-11-09,Himachal Pradesh,Works fine but build feels a bit light.,StyleStreet,3,GIF,Credit Card
PID002730,Atomic Habits,Amazon,Books,StyleStreet,22902.85,10993.37,52,2025-08-27,Delhi,"Received a defective unit, had to return.",StyleStreet,1,None,Net Banking
PID002731,Sony WH-1000XM5 Headphones,Flipkart,Electronics,ElectroHub,34726.04,22571.93,35,2026-05-04,Karnataka,"Size and color as shown, no surprises.",ElectroHub,3,None,Net Banking
PID002732,Apple iPad Air,Amazon,Electronics,Flipkart Seller123,7492.06,6892.7,8,2025-08-11,Delhi,"Satisfactory performance, could be improved.",Flipkart Seller123,3,None,Debit Card
PID002733,NCERT Physics Textbook,Flipkart,Books,TechWorld,17570.18,9312.2,47,2024-03-29,Ladakh,"Great product for the price, will buy again.",TechWorld,4,None,Credit Card
PID002734,JBL Flip 6 Speaker,Flipkart,Electronics,StyleStreet,5595.15,4028.51,28,2026-11-21,Uttar Pradesh,"Size and color as shown, no surprises.",StyleStreet,3,None,Debit Card
PID002735,Whirlpool Microwave Oven,Flipkart,Home Appliances,TechWorld,30441.33,14916.25,51,2026-10-31,Nagaland,"Delivery was on time, product is acceptable.",TechWorld,3,BBD,Credit Card
PID002736,Samsung Galaxy S23 Ultra,Flipkart,Electronics,BabyCarePlus,7786.49,3348.19,57,2026-07-01,Ladakh,Product matches description but packaging was plain.,BabyCarePlus,3,None,Debit Card
PID002737,Apple iPad Air,Flipkart,Electronics,BookBazaar,47867.96,40209.09,16,2026-12-23,Punjab,Very satisfied — works exactly as described.,BookBazaar,5,None,Net Banking
PID002738,Cosco Dumbbells,Amazon,Sports,Cloud Retailer,23041.0,16589.52,28,2025-10-21,Haryana,Works fine but build feels a bit light.,Cloud Retailer,3,GIF,Debit Card
PID002739,Ray-Ban Aviator Sunglasses,Amazon,Fashion,Amazon Prime Store,4314.28,3192.57,26,2026-11-29,Maharashtra,Very satisfied — works exactly as described.,Amazon Prime Store,5,GIF,Debit Card
PID002740,Philips Mixer Grinder HL7756,Amazon,Home Appliances,Cloud Retailer,25295.18,22006.81,13,2024-04-30,Gujarat,"Arrived earlier than expected, very happy.",Cloud Retailer,4,None,Credit Card
PID002741,HP Printer Ink,Flipkart,Office,GroceryKing,29974.09,11989.64,60,2025-02-19,Karnataka,"High quality and durable, highly recommended.",GroceryKing,4,None,Debit Card
PID002742,Ray-Ban Aviator Sunglasses,Amazon,Fashion,Flipkart Seller123,30086.13,26776.66,11,2024-10-29,West Bengal,Customer support was helpful and responsive.,Flipkart Seller123,5,GIF,Credit Card
PID002743,LG 260L Refrigerator,Flipkart,Home Appliances,KitchenCorner,46221.53,25421.84,45,2024-09-19,Bihar,Perfect fit and looks even better in person.,KitchenCorner,4,BBD,Credit Card
PID002744,Dell Inspiron Laptop,Amazon,Electronics,Flipkart Seller123,47132.08,30164.53,36,2024-08-11,West Bengal,"Size and color as shown, no surprises.",Flipkart Seller123,3,None,Credit Card
PID002745,Canon EOS 90D Camera,Amazon,Electronics,GroceryKing,13340.71,7737.61,42,2025-11-27,Haryana,"Battery drains quickly, disappointed.",GroceryKing,2,GIF,Debit Card
PID002746,Philips Car Vacuum,Amazon,Automotive,ElectroHub,1235.4,864.78,30,2026-07-01,Tamil Nadu,"Okay product, nothing special.",ElectroHub,3,None,Net Banking
PID002747,Nike Air Max Sneakers,Amazon,Fashion,Cloud Retailer,28062.02,20765.89,26,2025-11-08,Gujarat,Fast delivery and superb packaging.,Cloud Retailer,5,GIF,Credit Card
PID002748,Lego Technic Set,Amazon,Toys,BookBazaar,49419.93,37064.95,25,2024-08-21,Uttar Pradesh,"Color/size mismatch, looks different than photos.",BookBazaar,2,None,Net Banking
PID002749,Philips Car Vacuum,Amazon,Automotive,Flipkart Seller123,45372.31,41742.53,8,2026-08-18,Maharashtra,"Not bad, but not great either.",Flipkart Seller123,3,None,Cash on Delivery
PID002750,Boat Bluetooth Speaker,Amazon,Electronics,GadgetGalaxy,26147.85,12812.45,51,2025-11-30,Nagaland,Perfect fit and looks even better in person.,GadgetGalaxy,5,GIF,UPI
PID002751,Boat Bluetooth Speaker,Amazon,Electronics,BeautyMart,16928.93,13204.57,22,2025-03-28,Arunachal Pradesh,"Arrived earlier than expected, very happy.",BeautyMart,5,None,UPI
PID002752,Cosco Dumbbells,Amazon,Sports,TechWorld,31157.55,25237.62,19,2026-01-12,Assam,Perfect fit and looks even better in person.,TechWorld,5,None,UPI
PID002753,Philips Mixer Grinder HL7756,Flipkart,Home Appliances,BeautyMart,38561.66,26993.16,30,2024-10-22,Gujarat,"Excellent product, great value for money.",BeautyMart,5,BBD,Cash on Delivery
PID002754,Canon EOS 90D Camera,Amazon,Electronics,KitchenCorner,3525.64,1445.51,59,2025-01-19,Tamil Nadu,Will not buy from this seller again.,KitchenCorner,1,None,UPI
PID002755,Leather Seat Cover,Flipkart,Automotive,Cloud Retailer,43616.38,21808.19,50,2026-10-18,Maharashtra,Very satisfied — works exactly as described.,Cloud Retailer,5,BBD,Debit Card
PID002756,Tata Tea Premium,Amazon,Grocery,BeautyMart,616.68,345.34,44,2024-11-28,Kerala,"High quality and durable, highly recommended.",BeautyMart,4,GIF,UPI
PID002757,Apple iPhone 14 Pro Max,Flipkart,Electronics,Amazon Prime Store,37400.4,32538.35,13,2025-07-29,Karnataka,"Not bad, but not great either.",Amazon Prime Store,3,None,Wallet
PID002758,Figaro Olive Oil,Flipkart,Grocery,Amazon Prime Store,20395.7,13053.25,36,2026-10-04,Gujarat,Very satisfied — works exactly as described.,Amazon Prime Store,4,BBD,UPI
PID002759,MuscleBlaze Whey Protein,Amazon,Grocery,BookBazaar,20576.52,16461.22,20,2026-03-06,Mizoram,"Arrived earlier than expected, very happy.",BookBazaar,4,None,Net Banking
PID002760,Canon EOS 90D Camera,Amazon,Electronics,FashionFiesta,23102.53,16171.77,30,2024-04-08,Karnataka,Fast delivery and superb packaging.,FashionFiesta,5,None,Debit Card
PID002761,Maybelline Mascara,Flipkart,Beauty,KitchenCorner,757.41,386.28,49,2024-08-14,Madhya Pradesh,Works fine but build feels a bit light.,KitchenCorner,3,None,Credit Card
PID002762,Philips Desk Lamp,Flipkart,Office,FashionFiesta,9525.61,5143.83,46,2024-01-13,Jammu & Kashmir,"Arrived earlier than expected, very happy.",FashionFiesta,4,None,Credit Card
PID002763,Reebok Yoga Mat,Flipkart,Sports,BeautyMart,40459.49,23871.1,41,2025-11-27,Tamil Nadu,Fast delivery and superb packaging.,BeautyMart,4,BF,UPI
PID002764,NCERT Physics Textbook,Flipkart,Books,OfficePro,16271.26,9274.62,43,2025-06-24,Tamil Nadu,"Size and color as shown, no surprises.",OfficePro,3,None,UPI
PID002765,L'Oreal Paris Shampoo,Amazon,Beauty,Cloud Retailer,15990.97,14551.78,9,2024-08-01,Delhi,Overpriced for the quality offered.,Cloud Retailer,2,None,Debit Card
PID002766,Ray-Ban Aviator Sunglasses,Flipkart,Fashion,BookBazaar,28668.53,12327.47,57,2026-11-21,Nagaland,"Battery life is outstanding, lasts all day.",BookBazaar,5,None,Debit Card
PID002767,Forest Essentials Perfume,Amazon,Beauty,GadgetGalaxy,4197.88,3694.13,12,2025-10-13,Gujarat,"Satisfactory performance, could be improved.",GadgetGalaxy,3,GIF,Credit Card
PID002768,Philips Car Vacuum,Flipkart,Automotive,Cloud Retailer,35976.29,30220.08,16,2024-10-13,Odisha,Five stars — exceeded my expectations.,Cloud Retailer,5,BBD,Credit Card
PID002769,Dove Body Lotion,Flipkart,Beauty,BabyCarePlus,32044.71,29481.13,8,2025-09-05,Uttarakhand,"Excellent product, great value for money.",BabyCarePlus,4,BBD,UPI
PID002770,Apple iPhone 14 Pro Max,Amazon,Electronics,ElectroHub,17126.79,16270.45,5,2026-01-21,Uttar Pradesh,"Arrived earlier than expected, very happy.",ElectroHub,5,None,UPI
PID002771,OnePlus 12 5G,Flipkart,Electronics,Cloud Retailer,20194.71,10905.14,46,2024-04-27,Ladakh,Fast delivery and superb packaging.,Cloud Retailer,4,None,Credit Card
PID002772,Kent RO Water Purifier,Amazon,Home Appliances,BookBazaar,41077.82,22592.8,45,2024-11-24,Karnataka,Customer support was helpful and responsive.,BookBazaar,4,GIF,Credit Card
PID002773,Blue Tokai Coffee Beans,Flipkart,Grocery,Cloud Retailer,47032.92,20694.48,56,2026-08-04,Mizoram,Fast delivery and superb packaging.,Cloud Retailer,5,None,Net Banking
PID002774,HP Pavilion Gaming Laptop,Flipkart,Electronics,GadgetGalaxy,18301.31,11895.85,35,2025-07-13,Ladakh,Overpriced for the quality offered.,GadgetGalaxy,2,None,Net Banking
PID002775,Indian Vegetarian Cookbook,Flipkart,Books,Flipkart Seller123,40376.63,18977.02,53,2025-09-28,Chandigarh,Customer support was helpful and responsive.,Flipkart Seller123,5,BBD,Wallet
PID002776,Prestige Electric Kettle,Flipkart,Home Appliances,StyleStreet,12934.47,6337.89,51,2025-06-02,Goa,"Great product for the price, will buy again.",StyleStreet,4,None,Debit Card
PID002777,Sony WH-1000XM5 Headphones,Flipkart,Electronics,BeautyMart,12868.42,6305.53,51,2024-03-08,Madhya Pradesh,Customer support was helpful and responsive.,BeautyMart,5,None,Cash on Delivery
PID002778,Puma Sports T-Shirt,Flipkart,Fashion,SportsArena,25432.49,11444.62,55,2024-09-04,Haryana,"High quality and durable, highly recommended.",SportsArena,5,BBD,Wallet
PID002779,Blue Tokai Coffee Beans,Flipkart,Grocery,OfficePro,41639.82,34144.65,18,2025-06-21,Manipur,Customer support was helpful and responsive.,OfficePro,4,None,UPI
PID002780,Samsung Galaxy S23 Ultra,Amazon,Electronics,GadgetGalaxy,23743.56,14721.01,38,2024-10-20,Sikkim,"Arrived earlier than expected, very happy.",GadgetGalaxy,4,GIF,Debit Card
PID002781,Leather Seat Cover,Amazon,Automotive,BookBazaar,32912.98,17773.01,46,2024-03-20,Arunachal Pradesh,"High quality and durable, highly recommended.",BookBazaar,5,None,Net Banking
PID002782,Ergonomic Office Chair,Flipkart,Office,TechWorld,17930.35,8427.26,53,2026-09-10,Tamil Nadu,"Satisfactory performance, could be improved.",TechWorld,3,BBD,Credit Card
PID002783,MRF Cricket Bat,Amazon,Sports,SportsArena,20164.47,17139.8,15,2026-12-12,Maharashtra,"Average quality, does the job.",SportsArena,3,None,Credit Card
PID002784,Steelbird Bike Helmet,Amazon,Automotive,TechWorld,34907.76,23388.2,33,2026-07-20,Mizoram,"Great product for the price, will buy again.",TechWorld,5,None,Cash on Delivery
PID002785,Sony WH-1000XM5 Headphones,Flipkart,Electronics,Cloud Retailer,12236.12,11501.95,6,2026-09-15,Uttar Pradesh,Fast delivery and superb packaging.,Cloud Retailer,5,BBD,Wallet
PID002786,Levi's 501 Jeans,Amazon,Fashion,ElectroHub,34518.56,18985.21,45,2024-11-06,Maharashtra,"Battery life is outstanding, lasts all day.",ElectroHub,5,GIF,Credit Card
PID002787,Dell Inspiron Laptop,Amazon,Electronics,GroceryKing,11503.4,10468.09,9,2026-11-28,Kerala,"Great product for the price, will buy again.",GroceryKing,5,GIF,Net Banking
PID002788,Parker Pen Set,Amazon,Office,StyleStreet,31097.94,13061.13,58,2024-10-14,Maharashtra,Decent for occasional use.,StyleStreet,3,GIF,Net Banking
PID002789,OnePlus 12 5G,Amazon,Electronics,BeautyMart,32909.65,19416.69,41,2026-11-26,Uttar Pradesh,Fast delivery and superb packaging.,BeautyMart,5,GIF,Credit Card
PID002790,Philips Desk Lamp,Flipkart,Office,ElectroHub,27657.76,11616.26,58,2026-12-26,Tripura,Product matches description but packaging was plain.,ElectroHub,3,None,Debit Card
PID002791,L'Oreal Paris Shampoo,Amazon,Beauty,StyleStreet,11327.53,9401.85,17,2026-03-13,Uttar Pradesh,"Battery life is outstanding, lasts all day.",StyleStreet,4,None,Debit Card
PID002792,Canon EOS 90D Camera,Amazon,Electronics,TechWorld,39949.68,17178.36,57,2026-12-12,Punjab,"Received a defective unit, had to return.",TechWorld,2,None,Debit Card
PID002793,Indian Vegetarian Cookbook,Amazon,Books,HomeEssentials,17332.2,12652.51,27,2025-11-03,Odisha,"High quality and durable, highly recommended.",HomeEssentials,5,GIF,Net Banking
PID002794,Apple iPad Air,Flipkart,Electronics,FashionFiesta,27282.05,24281.02,11,2024-10-22,Tamil Nadu,"High quality and durable, highly recommended.",FashionFiesta,4,BBD,Debit Card
PID002795,Parker Pen Set,Amazon,Office,Flipkart Seller123,33456.48,14051.72,58,2025-06-14,Assam,Customer support was helpful and responsive.,Flipkart Seller123,4,None,Net Banking
PID002796,Leather Seat Cover,Amazon,Automotive,SportsArena,44171.92,37104.41,16,2025-11-16,Gujarat,"Average quality, does the job.",SportsArena,3,GIF,UPI
PID002797,LG 260L Refrigerator,Flipkart,Home Appliances,Cloud Retailer,29539.94,27176.74,8,2024-04-22,Delhi,"High quality and durable, highly recommended.",Cloud Retailer,4,None,Cash on Delivery
PID002798,Dell Inspiron Laptop,Amazon,Electronics,GroceryKing,47501.05,32300.71,32,2025-11-27,Tamil Nadu,"Average quality, does the job.",GroceryKing,3,GIF,Credit Card
PID002799,Chicco Baby Stroller,Flipkart,Toys,ElectroHub,45900.73,39933.64,13,2026-12-12,West Bengal,Customer support was unhelpful and slow.,ElectroHub,2,None,Net Banking
PID002800,Dell Inspiron Laptop,Amazon,Electronics,SportsArena,39125.9,16824.14,57,2024-10-10,Gujarat,"Delivery was on time, product is acceptable.",SportsArena,3,GIF,Credit Card
PID002801,Classmate Notebook,Flipkart,Office,HomeEssentials,32580.6,29974.15,8,2026-07-13,Tripura,Five stars — exceeded my expectations.,HomeEssentials,5,None,Debit Card
PID002802,OnePlus 12 5G,Flipkart,Electronics,FashionFiesta,39314.58,31451.66,20,2026-10-13,Delhi,Perfect fit and looks even better in person.,FashionFiesta,5,BBD,Debit Card
PID002803,Atomic Habits,Flipkart,Books,GadgetGalaxy,9403.31,5265.85,44,2026-10-31,Tamil Nadu,"Battery life is outstanding, lasts all day.",GadgetGalaxy,5,BBD,Credit Card
PID002804,Dabur Organic Honey,Flipkart,Grocery,BookBazaar,44785.95,27767.29,38,2026-11-25,Madhya Pradesh,"Color/size mismatch, looks different than photos.",BookBazaar,2,BF,Credit Card
PID002805,Apple iPhone 14 Pro Max,Flipkart,Electronics,TechWorld,34346.66,14082.13,59,2025-09-16,West Bengal,Five stars — exceeded my expectations.,TechWorld,5,BBD,Credit Card
PID002806,Levi's 501 Jeans,Amazon,Fashion,OfficePro,7524.45,4364.18,42,2026-12-07,Kerala,"Great product for the price, will buy again.",OfficePro,5,None,Debit Card
PID002807,Philips Car Vacuum,Flipkart,Automotive,GadgetGalaxy,10838.75,9212.94,15,2026-05-19,Delhi,Customer support was helpful and responsive.,GadgetGalaxy,4,None,UPI
PID002808,Chicco Baby Stroller,Amazon,Toys,StyleStreet,11583.68,6486.86,44,2024-09-13,Kerala,Very satisfied — works exactly as described.,StyleStreet,5,None,Credit Card
PID002809,Mi Fast Car Charger,Amazon,Automotive,GadgetGalaxy,11047.99,7291.67,34,2025-08-16,Delhi,"Great product for the price, will buy again.",GadgetGalaxy,4,None,Credit Card
PID002810,Reebok Yoga Mat,Amazon,Sports,GadgetGalaxy,24468.73,16394.05,33,2026-03-23,Meghalaya,"Battery life is outstanding, lasts all day.",GadgetGalaxy,4,None,Net Banking
PID002811,Puma Sports T-Shirt,Amazon,Fashion,TechWorld,12863.92,9647.94,25,2024-11-09,Maharashtra,Fast delivery and superb packaging.,TechWorld,5,GIF,Net Banking
PID002812,Chicco Baby Stroller,Flipkart,Toys,BeautyMart,28110.97,16866.58,40,2025-12-05,Chhattisgarh,"High quality and durable, highly recommended.",BeautyMart,4,None,Debit Card
PID002813,OnePlus 12 5G,Flipkart,Electronics,GroceryKing,25249.35,16917.06,33,2025-12-31,Karnataka,"Average quality, does the job.",GroceryKing,3,None,Net Banking
PID002814,JBL Flip 6 Speaker,Flipkart,Electronics,BookBazaar,13802.5,7177.3,48,2024-09-02,Tamil Nadu,Good value if you catch it on discount.,BookBazaar,3,BBD,Credit Card
PID002815,Canon EOS 90D Camera,Amazon,Electronics,KitchenCorner,4993.66,4544.23,9,2025-11-01,Haryana,"Feels cheap and flimsy, not recommended.",KitchenCorner,2,GIF,Debit Card
PID002816,Sony WH-1000XM5 Headphones,Amazon,Electronics,Amazon Prime Store,12335.48,9621.67,22,2026-06-16,Gujarat,Very satisfied — works exactly as described.,Amazon Prime Store,4,None,Credit Card
PID002817,Dell Inspiron Laptop,Amazon,Electronics,FashionFiesta,18210.77,14568.62,20,2025-09-20,Chhattisgarh,"Arrived earlier than expected, very happy.",FashionFiesta,5,None,Net Banking
PID002818,Leather Seat Cover,Amazon,Automotive,KitchenCorner,6253.61,2876.66,54,2024-01-20,West Bengal,"High quality and durable, highly recommended.",KitchenCorner,4,None,Credit Card
PID002819,Tata Tea Premium,Amazon,Grocery,StyleStreet,49519.79,23769.5,52,2024-01-15,West Bengal,"Excellent product, great value for money.",StyleStreet,4,None,UPI
PID002820,Everest Masala Pack,Flipkart,Grocery,OfficePro,24210.71,22515.96,7,2025-02-05,Delhi,"Battery life is outstanding, lasts all day.",OfficePro,5,None,Debit Card
PID002821,Philips Car Vacuum,Amazon,Automotive,StyleStreet,45683.57,30151.16,34,2026-11-16,Tamil Nadu,"High quality and durable, highly recommended.",StyleStreet,5,GIF,Debit Card
PID002822,Mi Fast Car Charger,Amazon,Automotive,Amazon Prime Store,9179.11,6058.21,34,2024-10-30,Maharashtra,"Battery life is outstanding, lasts all day.",Amazon Prime Store,5,GIF,Credit Card
PID002823,Yonex Nanoray Tennis Racket,Amazon,Sports,HomeEssentials,18217.99,13116.95,28,2025-11-30,Delhi,"Great product for the price, will buy again.",HomeEssentials,4,GIF,Debit Card
PID002824,Philips Mixer Grinder HL7756,Flipkart,Home Appliances,FashionFiesta,22785.27,14582.57,36,2024-10-03,West Bengal,"Great product for the price, will buy again.",FashionFiesta,5,BBD,Net Banking
PID002825,Barbie Dreamhouse,Amazon,Toys,KitchenCorner,25123.7,11808.14,53,2024-12-19,Karnataka,Customer support was helpful and responsive.,KitchenCorner,5,None,Debit Card
PID002826,Canon EOS 90D Camera,Amazon,Electronics,AutoZone,46198.6,30953.06,33,2026-10-05,Uttar Pradesh,"Excellent product, great value for money.",AutoZone,4,GIF,UPI
PID002827,Dell Inspiron Laptop,Flipkart,Electronics,KitchenCorner,23995.8,18476.77,23,2026-04-06,Karnataka,"Average quality, does the job.",KitchenCorner,3,None,Credit Card
PID002828,Everest Masala Pack,Flipkart,Grocery,Flipkart Seller123,15235.91,6856.16,55,2024-05-26,Karnataka,Customer support was helpful and responsive.,Flipkart Seller123,4,None,Debit Card
PID002829,HP Pavilion Gaming Laptop,Amazon,Electronics,Amazon Prime Store,3766.6,2485.96,34,2025-05-31,Bihar,Very satisfied — works exactly as described.,Amazon Prime Store,4,None,Credit Card
PID002830,Adidas Ultraboost Shoes,Amazon,Fashion,HomeEssentials,25665.66,22585.78,12,2024-02-16,Jharkhand,"Arrived earlier than expected, very happy.",HomeEssentials,4,None,Credit Card
PID002831,Apple iPad Air,Flipkart,Electronics,Cloud Retailer,42117.6,29903.5,29,2025-08-14,Jammu & Kashmir,"Arrived earlier than expected, very happy.",Cloud Retailer,5,None,Debit Card
PID002832,Dell Inspiron Laptop,Flipkart,Electronics,AutoZone,27650.08,12719.04,54,2025-12-27,Maharashtra,"Not satisfied, delivery was late and item damaged.",AutoZone,1,None,UPI
PID002833,MuscleBlaze Whey Protein,Flipkart,Grocery,BeautyMart,20197.92,16360.32,19,2024-06-30,Himachal Pradesh,"Okay product, nothing special.",BeautyMart,3,None,UPI
PID002834,Hot Wheels Racing Car,Amazon,Toys,Amazon Prime Store,33133.77,28163.7,15,2024-11-27,Uttar Pradesh,"Excellent product, great value for money.",Amazon Prime Store,4,GIF,UPI
PID002835,Samsung Galaxy S23 Ultra,Flipkart,Electronics,SportsArena,2684.0,1288.32,52,2025-04-09,Punjab,"Poor quality, stopped working within a week.",SportsArena,2,None,Credit Card
PID002836,OnePlus 12 5G,Flipkart,Electronics,KitchenCorner,8012.53,5208.14,35,2026-10-19,Maharashtra,"High quality and durable, highly recommended.",KitchenCorner,5,BBD,UPI
PID002837,Chicco Baby Stroller,Flipkart,Toys,AutoZone,32669.78,13394.61,59,2026-12-25,Bihar,Good value if you catch it on discount.,AutoZone,3,None,UPI
PID002838,Ergonomic Office Chair,Flipkart,Office,StyleStreet,44740.62,25949.56,42,2024-03-09,Kerala,Five stars — exceeded my expectations.,StyleStreet,4,None,Debit Card
PID002839,Apple iPad Air,Amazon,Electronics,Amazon Prime Store,5696.87,3475.09,39,2026-05-30,Ladakh,Packaging was damaged and parts missing.,Amazon Prime Store,2,None,Debit Card
PID002840,Forest Essentials Perfume,Amazon,Beauty,Amazon Prime Store,49746.06,47258.76,5,2025-03-02,Karnataka,"Great product for the price, will buy again.",Amazon Prime Store,4,None,Cash on Delivery
PID002841,LG 260L Refrigerator,Flipkart,Home Appliances,Amazon Prime Store,49659.04,41217.0,17,2025-04-01,Kerala,Product matches description but packaging was plain.,Amazon Prime Store,3,None,Wallet
PID002842,Philips Desk Lamp,Flipkart,Office,GadgetGalaxy,40935.21,19648.9,52,2026-05-15,Delhi,Customer support was unhelpful and slow.,GadgetGalaxy,2,None,UPI
PID002843,Apple iPad Air,Flipkart,Electronics,KitchenCorner,3737.32,2205.02,41,2026-10-18,Gujarat,Decent for occasional use.,KitchenCorner,3,BBD,Net Banking
PID002844,Kent RO Water Purifier,Amazon,Home Appliances,FashionFiesta,34945.43,30751.98,12,2026-11-26,Gujarat,"Average quality, does the job.",FashionFiesta,3,GIF,Debit Card
PID002845,Puma Sports T-Shirt,Flipkart,Fashion,FashionFiesta,5922.98,4797.61,19,2025-10-14,West Bengal,Decent for occasional use.,FashionFiesta,3,BBD,Credit Card
PID002846,Apple iPad Air,Amazon,Electronics,KitchenCorner,16605.26,9631.05,42,2025-02-07,Tamil Nadu,"Excellent product, great value for money.",KitchenCorner,5,None,UPI
PID002847,Apple iPad Air,Amazon,Electronics,FashionFiesta,30148.55,14471.3,52,2026-07-11,Uttarakhand,"Arrived earlier than expected, very happy.",FashionFiesta,5,None,UPI
PID002848,Teddy Bear Plush,Flipkart,Toys,BeautyMart,34068.11,19759.5,42,2024-10-18,Delhi,Very satisfied — works exactly as described.,BeautyMart,4,BBD,Cash on Delivery
PID002849,Cosco Dumbbells,Amazon,Sports,ElectroHub,7445.9,5584.42,25,2025-11-01,Delhi,Good value if you catch it on discount.,ElectroHub,3,GIF,Cash on Delivery
